City,start_month,Total Accidents
Amsterdam,10,1
Amsterdam,11,16
Amsterdam,12,20
Amston,6,4
Amston,12,9
Anacoco,4,1
Anaconda,1,26
Anaconda,2,18
Anaconda,3,10
Anaconda,4,9
Anaconda,5,2
Anaconda,6,1
Anaconda,7,5
Anaconda,8,18
Anaconda,9,5
Anaconda,10,7
Anaconda,11,24
Anaconda,12,61
Anacortes,1,3
Anacortes,2,7
Anacortes,3,3
Anacortes,4,1
Anacortes,5,2
Anacortes,6,1
Anacortes,7,3
Anacortes,8,9
Anacortes,9,2
Anacortes,11,11
Anacortes,12,10
Anaheim,1,775
Anaheim,2,880
Anaheim,3,624
Anaheim,4,591
Anaheim,5,493
Anaheim,6,457
Anaheim,7,510
Anaheim,8,545
Anaheim,9,476
Anaheim,10,336
Anaheim,11,467
Anaheim,12,597
Anaheim-Santa Ana-Garden Grove,6,1
Anaheim-Santa Ana-Garden Grove,12,1
Anahuac,1,1
Anahuac,5,1
Anahuac,9,3
Analomink,2,1
Anamoose,3,1
Anamoose,5,1
Anamosa,1,3
Anamosa,2,1
Anamosa,4,2
Anamosa,5,1
Anamosa,6,3
Anamosa,8,2
Anamosa,9,3
Anamosa,10,3
Anamosa,12,3
Anatone,1,1
Anatone,12,1
Ancram,1,6
Ancram,2,4
Ancram,3,3
Ancram,4,5
Ancram,6,2
Ancram,7,2
Ancram,9,1
Ancram,10,2
Ancram,11,3
Ancram,12,10
Ancramdale,1,3
Ancramdale,7,1
Andalusia,1,1
Andalusia,2,4
Andalusia,3,4
Andalusia,4,2
Andalusia,5,3
Andalusia,6,4
Andalusia,8,2
Andalusia,9,2
Andalusia,10,1
Andalusia,11,2
Andalusia,12,2
Anderson,1,555
Anderson,2,414
Anderson,3,334
Anderson,4,359
Anderson,5,337
Anderson,6,371
Anderson,7,285
Anderson,8,349
Anderson,9,324
Anderson,10,290
Anderson,11,316
Anderson,12,391
Andersonville,1,5
Andersonville,2,4
Andersonville,3,2
Andersonville,4,6
Andersonville,5,1
Andersonville,6,3
Andersonville,7,6
Andersonville,8,2
Andersonville,9,4
Andersonville,10,5
Andersonville,11,2
Andersonville,12,6
Andes,7,1
Andes,9,7
Andover,1,55
Andover,2,61
Andover,3,41
Andover,4,28
Andover,5,25
Andover,6,56
Andover,7,33
Andover,8,36
Andover,9,56
Andover,10,25
Andover,11,35
Andover,12,43
Andreas,8,1
Andreas,9,2
Andrews,1,32
Andrews,2,12
Andrews,3,16
Andrews,4,14
Andrews,5,11
Andrews,6,21
Andrews,7,28
Andrews,8,12
Andrews,9,9
Andrews,10,22
Andrews,11,22
Andrews,12,24
Andrews Air Force Base,1,10
Andrews Air Force Base,2,8
Andrews Air Force Base,3,3
Andrews Air Force Base,5,6
Andrews Air Force Base,6,6
Andrews Air Force Base,7,7
Andrews Air Force Base,8,11
Andrews Air Force Base,9,3
Andrews Air Force Base,10,6
Andrews Air Force Base,11,18
Andrews Air Force Base,12,6
Aneta,9,2
Aneth,1,1
Aneth,3,1
Aneth,6,1
Aneth,7,2
Aneth,8,2
Aneth,10,6
Aneth,11,4
Aneth,12,2
Angel Fire,6,1
Angels Camp,1,18
Angels Camp,2,12
Angels Camp,3,16
Angels Camp,4,11
Angels Camp,5,6
Angels Camp,6,12
Angels Camp,7,13
Angels Camp,8,7
Angels Camp,9,12
Angels Camp,10,15
Angels Camp,11,12
Angels Camp,12,17
Angier,1,6
Angier,2,6
Angier,3,5
Angier,4,1
Angier,5,3
Angier,6,2
Angier,7,13
Angier,8,6
Angier,9,10
Angier,10,4
Angier,11,16
Angier,12,4
Angleton,1,3
Angleton,3,5
Angleton,4,5
Angleton,6,5
Angleton,7,1
Angleton,9,1
Angleton,10,1
Angleton,12,1
Angola,1,6
Angola,2,12
Angola,3,5
Angola,4,1
Angola,5,6
Angola,6,6
Angola,7,3
Angola,8,6
Angola,10,3
Angola,11,27
Angola,12,14
Angora,1,1
Angora,2,3
Angora,5,3
Angora,6,1
Angora,7,1
Angora,8,1
Angora,9,3
Angora,11,5
Angora,12,1
Angwin,1,3
Angwin,2,5
Angwin,3,6
Angwin,4,4
Angwin,5,5
Angwin,6,9
Angwin,7,2
Angwin,8,3
Angwin,9,5
Angwin,10,2
Angwin,11,5
Angwin,12,8
Anita,1,29
Anita,2,9
Anita,3,2
Anita,5,4
Anita,6,1
Anita,7,7
Anita,8,2
Anita,9,1
Anita,11,2
Anita,12,13
Aniwa,11,2
Ankeny,1,35
Ankeny,2,33
Ankeny,3,10
Ankeny,4,9
Ankeny,5,16
Ankeny,6,10
Ankeny,7,14
Ankeny,8,8
Ankeny,9,11
Ankeny,10,6
Ankeny,11,6
Ankeny,12,22
Ann Arbor,1,69
Ann Arbor,2,59
Ann Arbor,3,40
Ann Arbor,4,84
Ann Arbor,5,64
Ann Arbor,6,55
Ann Arbor,7,40
Ann Arbor,8,77
Ann Arbor,9,68
Ann Arbor,10,79
Ann Arbor,11,64
Ann Arbor,12,34
Anna,1,3
Anna,2,4
Anna,3,4
Anna,4,1
Anna,5,2
Anna,6,3
Anna,7,8
Anna,8,4
Anna,9,7
Anna,10,3
Anna,11,9
Anna,12,7
Anna Maria,1,1
Anna Maria,7,2
Anna Maria,8,1
Annandale,1,115
Annandale,2,67
Annandale,3,49
Annandale,4,57
Annandale,5,48
Annandale,6,58
Annandale,7,43
Annandale,8,46
Annandale,9,77
Annandale,10,39
Annandale,11,85
Annandale,12,88
Annapolis,1,87
Annapolis,2,59
Annapolis,3,51
Annapolis,4,38
Annapolis,5,77
Annapolis,6,75
Annapolis,7,91
Annapolis,8,86
Annapolis,9,75
Annapolis,10,37
Annapolis,11,55
Annapolis,12,50
Annapolis Junction,1,16
Annapolis Junction,2,12
Annapolis Junction,3,5
Annapolis Junction,4,5
Annapolis Junction,5,9
Annapolis Junction,6,8
Annapolis Junction,7,7
Annapolis Junction,8,3
Annapolis Junction,9,2
Annapolis Junction,10,3
Annapolis Junction,11,6
Annapolis Junction,12,10
Anniston,1,6
Anniston,2,2
Anniston,3,7
Anniston,4,17
Anniston,5,6
Anniston,6,14
Anniston,7,12
Anniston,8,7
Anniston,9,3
Anniston,10,6
Anniston,11,6
Anniston,12,7
Annville,1,30
Annville,2,20
Annville,3,8
Annville,4,15
Annville,5,15
Annville,6,10
Annville,7,14
Annville,8,8
Annville,9,22
Annville,10,8
Annville,11,21
Annville,12,32
Anoka,1,50
Anoka,2,70
Anoka,3,18
Anoka,4,36
Anoka,5,41
Anoka,6,37
Anoka,7,28
Anoka,8,46
Anoka,9,58
Anoka,10,65
Anoka,11,40
Anoka,12,47
Ansley,6,2
Anson,8,1
Ansonia,1,13
Ansonia,2,5
Ansonia,3,3
Ansonia,4,2
Ansonia,9,5
Ansonia,10,1
Ansonia,11,7
Ansted,1,1
Ansted,2,1
Antelope,1,127
Antelope,2,69
Antelope,3,42
Antelope,4,44
Antelope,5,36
Antelope,6,34
Antelope,7,25
Antelope,8,60
Antelope,9,60
Antelope,10,38
Antelope,11,69
Antelope,12,76
Anthem,5,1
Anthem,11,4
Anthem,12,1
Anthony,1,10
Anthony,2,1
Anthony,4,2
Anthony,5,5
Anthony,6,1
Anthony,7,3
Anthony,8,3
Anthony,9,3
Anthony,10,1
Anthony,11,5
Anthony,12,6
Antigo,3,2
Antimony,7,2
Antimony,8,1
Antimony,10,1
Antimony,12,1
Antioch,1,451
Antioch,2,410
Antioch,3,310
Antioch,4,322
Antioch,5,257
Antioch,6,244
Antioch,7,298
Antioch,8,334
Antioch,9,330
Antioch,10,227
Antioch,11,345
Antioch,12,381
Anton,1,2
Anton Chico,2,2
Anton Chico,3,2
Antonito,1,2
Antonito,7,4
Antonito,12,5
Antrim,5,1
Antrim,11,1
Antwerp,1,2
Apache Junction,1,1
Apache Junction,2,4
Apache Junction,3,9
Apache Junction,4,17
Apache Junction,5,6
Apache Junction,6,10
Apache Junction,7,10
Apache Junction,8,5
Apache Junction,9,3
Apache Junction,10,4
Apache Junction,11,6
Apache Junction,12,3
Apalachin,1,4
Apalachin,2,1
Apalachin,3,1
Apalachin,8,1
Apalachin,10,5
Apalachin,11,1
Apalachin,12,3
Apex,1,99
Apex,2,79
Apex,3,65
Apex,4,54
Apex,5,75
Apex,6,89
Apex,7,55
Apex,8,56
Apex,9,50
Apex,10,77
Apex,11,57
Apex,12,54
Apison,1,10
Apison,2,5
Apison,3,1
Apison,4,4
Apison,5,2
Apison,6,2
Apison,7,4
Apison,8,4
Apison,9,3
Apison,10,5
Apison,11,1
Apison,12,7
Apollo,1,5
Apollo,2,5
Apollo,3,1
Apollo,4,7
Apollo,6,17
Apollo,7,11
Apollo,8,6
Apollo,9,12
Apollo,10,9
Apollo,11,8
Apollo,12,17
Apollo Beach,1,45
Apollo Beach,2,28
Apollo Beach,3,34
Apollo Beach,4,28
Apollo Beach,5,17
Apollo Beach,6,17
Apollo Beach,7,14
Apollo Beach,8,21
Apollo Beach,9,15
Apollo Beach,10,18
Apollo Beach,11,14
Apollo Beach,12,20
Apopka,1,148
Apopka,2,87
Apopka,3,58
Apopka,4,100
Apopka,5,66
Apopka,6,81
Apopka,7,78
Apopka,8,83
Apopka,9,89
Apopka,10,68
Apopka,11,131
Apopka,12,99
Apple Creek,3,1
Apple Creek,4,1
Apple Creek,12,1
Apple Valley,1,52
Apple Valley,2,33
Apple Valley,3,42
Apple Valley,4,23
Apple Valley,5,25
Apple Valley,6,39
Apple Valley,7,46
Apple Valley,8,44
Apple Valley,9,29
Apple Valley,10,23
Apple Valley,11,32
Apple Valley,12,32
Applegate,1,10
Applegate,2,10
Applegate,3,10
Applegate,4,9
Applegate,5,4
Applegate,6,5
Applegate,7,8
Applegate,8,4
Applegate,9,4
Applegate,10,7
Applegate,11,7
Applegate,12,9
Appleton,1,12
Appleton,2,21
Appleton,3,17
Appleton,4,14
Appleton,5,20
Appleton,6,20
Appleton,7,17
Appleton,8,19
Appleton,9,15
Appleton,10,13
Appleton,11,19
Appleton,12,38
Appling,2,1
Appling,3,1
Appling,4,1
Appling,7,1
Appling,8,2
Appling,9,3
Appling,10,2
Appling,11,1
Appling,12,2
Appomattox,1,8
Appomattox,2,1
Appomattox,3,1
Appomattox,4,4
Appomattox,6,3
Appomattox,7,7
Appomattox,8,5
Appomattox,9,1
Appomattox,10,1
Appomattox,11,7
Appomattox,12,6
Aptos,1,87
Aptos,2,84
Aptos,3,36
Aptos,4,54
Aptos,5,57
Aptos,6,51
Aptos,7,63
Aptos,8,68
Aptos,9,57
Aptos,10,54
Aptos,11,55
Aptos,12,55
Aquasco,5,1
Arab,1,4
Arab,3,2
Arab,4,3
Arab,5,1
Arab,6,2
Arab,7,1
Arab,9,3
Arab,10,3
Arab,12,4
Arabi,1,2
Arabi,2,6
Arabi,3,2
Arabi,4,1
Arabi,6,1
Arabi,10,3
Arabi,12,2
Arapahoe,10,3
Ararat,1,2
Ararat,7,5
Ararat,12,4
Arbuckle,1,18
Arbuckle,2,15
Arbuckle,3,7
Arbuckle,4,6
Arbuckle,5,7
Arbuckle,6,19
Arbuckle,7,14
Arbuckle,8,27
Arbuckle,9,17
Arbuckle,10,14
Arbuckle,11,11
Arbuckle,12,30
Arbyrd,9,2
Arcade,1,2
Arcade,2,3
Arcade,5,1
Arcade,12,2
Arcadia,1,115
Arcadia,2,113
Arcadia,3,95
Arcadia,4,90
Arcadia,5,67
Arcadia,6,63
Arcadia,7,99
Arcadia,8,93
Arcadia,9,84
Arcadia,10,83
Arcadia,11,112
Arcadia,12,107
Arcadia West,5,2
Arcanum,4,1
Arcanum,5,1
Arcanum,6,1
Arcanum,7,3
Arcanum,8,2
Arcanum,9,1
Arcanum,11,2
Arcanum,12,1
Arcata,1,43
Arcata,2,35
Arcata,3,17
Arcata,4,15
Arcata,5,22
Arcata,6,22
Arcata,7,21
Arcata,8,26
Arcata,9,21
Arcata,10,8
Arcata,11,19
Arcata,12,27
Arch Cape,1,3
Arch Cape,2,4
Arch Cape,4,1
Arch Cape,5,1
Arch Cape,6,4
Arch Cape,7,3
Arch Cape,9,1
Arch Cape,12,1
Archbald,1,5
Archbald,2,2
Archbald,4,3
Archbald,7,1
Archbald,12,1
Archbold,1,4
Archbold,2,7
Archbold,3,3
Archbold,4,4
Archbold,5,1
Archbold,6,6
Archbold,7,2
Archbold,8,5
Archbold,10,3
Archbold,11,1
Archbold,12,5
Archdale,6,3
Archer,1,14
Archer,2,4
Archer,3,3
Archer,4,4
Archer,5,7
Archer,6,11
Archer,8,6
Archer,9,5
Archer,10,10
Archer,11,6
Archer,12,5
Archer City,8,1
Archer City,10,1
Archer City,11,1
Archer City,12,1
Arco,3,1
Arco,6,6
Arcola,1,1
Arcola,2,3
Arcola,3,1
Arcola,4,3
Arcola,5,4
Arcola,6,1
Arcola,7,1
Arcola,8,1
Arcola,9,4
Ardara,9,1
Ardara,11,4
Arden,1,70
Arden,2,66
Arden,3,49
Arden,4,61
Arden,5,34
Arden,6,40
Arden,7,37
Arden,8,45
Arden,9,39
Arden,10,24
Arden,11,43
Arden,12,65
Ardmore,1,32
Ardmore,2,18
Ardmore,3,8
Ardmore,4,14
Ardmore,5,14
Ardmore,6,19
Ardmore,7,19
Ardmore,8,13
Ardmore,9,22
Ardmore,10,16
Ardmore,11,23
Ardmore,12,36
Ardsley,1,18
Ardsley,2,11
Ardsley,3,5
Ardsley,4,11
Ardsley,5,8
Ardsley,6,9
Ardsley,7,10
Ardsley,8,10
Ardsley,9,13
Ardsley,10,11
Ardsley,11,2
Ardsley,12,11
Argenta,3,1
Argenta,5,1
Argenta,8,1
Argos,6,5
Argos,12,2
Argusville,1,19
Argusville,2,7
Argusville,3,3
Argusville,4,1
Argusville,5,1
Argusville,11,2
Argusville,12,10
Argyle,1,12
Argyle,2,10
Argyle,3,5
Argyle,4,6
Argyle,5,8
Argyle,6,5
Argyle,7,13
Argyle,8,5
Argyle,9,3
Argyle,10,5
Argyle,11,12
Argyle,12,9
Ariel,1,3
Ariel,3,2
Ariel,5,1
Ariel,6,2
Ariel,7,1
Ariel,10,3
Ariel,12,3
Arimo,6,2
Aripeka,5,1
Aripeka,12,1
Ariton,1,2
Ariton,2,1
Ariton,3,2
Ariton,4,1
Ariton,5,2
Ariton,6,2
Ariton,7,3
Ariton,10,1
Ariton,11,2
Arkadelphia,1,7
Arkadelphia,2,7
Arkadelphia,3,9
Arkadelphia,4,11
Arkadelphia,5,6
Arkadelphia,6,13
Arkadelphia,7,17
Arkadelphia,8,14
Arkadelphia,9,25
Arkadelphia,10,8
Arkadelphia,11,13
Arkadelphia,12,15
Arkansas City,4,1
Arlee,1,13
Arlee,2,2
Arlee,3,3
Arlee,6,4
Arlee,7,1
Arlee,8,11
Arlee,9,7
Arlee,10,2
Arlee,11,13
Arlee,12,4
Arleta,1,7
Arleta,2,8
Arleta,3,15
Arleta,4,2
Arleta,5,9
Arleta,6,2
Arleta,7,12
Arleta,9,5
Arleta,10,1
Arleta,11,2
Arleta,12,4
Arlington,1,674
Arlington,2,493
Arlington,3,273
Arlington,4,376
Arlington,5,343
Arlington,6,361
Arlington,7,402
Arlington,8,392
Arlington,9,361
Arlington,10,354
Arlington,11,460
Arlington,12,595
Arlington Heights,1,13
Arlington Heights,2,18
Arlington Heights,3,9
Arlington Heights,4,32
Arlington Heights,5,13
Arlington Heights,6,15
Arlington Heights,7,22
Arlington Heights,8,11
Arlington Heights,9,9
Arlington Heights,10,8
Arlington Heights,11,16
Arlington Heights,12,14
Armagh,12,2
Armbrust,2,1
Armington,6,1
Armona,1,9
Armona,2,5
Armona,3,9
Armona,4,5
Armona,5,3
Armona,6,7
Armona,7,8
Armona,8,10
Armona,9,5
Armona,10,10
Armona,11,4
Armona,12,11
Armonk,1,14
Armonk,2,25
Armonk,3,10
Armonk,4,8
Armonk,5,10
Armonk,6,16
Armonk,7,13
Armonk,8,14
Armonk,9,7
Armonk,10,16
Armonk,11,12
Armonk,12,2
Armstrong,7,5
Armuchee,1,5
Armuchee,3,1
Armuchee,5,1
Armuchee,8,6
Arnegard,11,1
Arnold,1,70
Arnold,2,35
Arnold,3,25
Arnold,4,15
Arnold,5,15
Arnold,6,24
Arnold,7,24
Arnold,8,31
Arnold,9,20
Arnold,10,12
Arnold,11,19
Arnold,12,25
Arnoldsville,9,3
Aromas,1,38
Aromas,2,11
Aromas,3,11
Aromas,4,17
Aromas,5,14
Aromas,6,22
Aromas,7,26
Aromas,8,18
Aromas,9,20
Aromas,10,11
Aromas,11,14
Aromas,12,34
Arona,5,2
Arona,7,3
Arona,9,2
Arona,12,1
Arrey,2,1
Arrey,7,2
Arriba,2,2
Arriba,3,3
Arriba,9,3
Arrington,1,4
Arrington,2,1
Arrington,3,1
Arrington,4,3
Arrington,5,5
Arrington,6,6
Arrington,7,13
Arrington,8,10
Arrington,9,2
Arrington,10,2
Arrington,11,5
Arrington,12,1
Arroyo Grande,1,71
Arroyo Grande,2,59
Arroyo Grande,3,50
Arroyo Grande,4,28
Arroyo Grande,5,38
Arroyo Grande,6,29
Arroyo Grande,7,58
Arroyo Grande,8,29
Arroyo Grande,9,43
Arroyo Grande,10,29
Arroyo Grande,11,32
Arroyo Grande,12,51
Artesia,1,19
Artesia,2,28
Artesia,3,27
Artesia,4,28
Artesia,5,21
Artesia,6,31
Artesia,7,18
Artesia,8,13
Artesia,9,18
Artesia,10,13
Artesia,11,11
Artesia,12,17
Arthur,6,1
Arthur,9,1
Artois,1,2
Artois,2,1
Artois,7,2
Artois,10,1
Artois,12,1
Arundel,2,1
Arvada,1,29
Arvada,2,38
Arvada,3,22
Arvada,4,15
Arvada,5,12
Arvada,6,17
Arvada,7,18
Arvada,8,13
Arvada,9,19
Arvada,10,15
Arvada,11,12
Arvada,12,50
Arverne,7,1
Arverne,8,1
Arverne,10,2
Arvilla,2,1
Arvilla,6,2
Arvilla,7,1
Arvilla,9,1
Arvilla,12,1
Arvin,1,67
Arvin,2,31
Arvin,3,22
Arvin,4,28
Arvin,5,20
Arvin,6,14
Arvin,7,32
Arvin,8,32
Arvin,9,34
Arvin,10,27
Arvin,11,31
Arvin,12,51
Asbury,1,11
Asbury,2,7
Asbury,3,7
Asbury,4,7
Asbury,5,6
Asbury,7,6
Asbury,8,5
Asbury,9,6
Asbury,10,13
Asbury,11,7
Asbury,12,3
Asbury Park,1,12
Asbury Park,2,4
Asbury Park,3,4
Asbury Park,4,4
Asbury Park,5,17
Asbury Park,6,3
Asbury Park,7,4
Asbury Park,8,1
Asbury Park,9,5
Asbury Park,10,9
Asbury Park,11,1
Asbury Park,12,8
Ash,1,2
Ash,2,2
Ash,3,1
Ash,8,5
Ash,11,2
Ash,12,3
Ash Flat,5,3
Ash Fork,1,14
Ash Fork,2,20
Ash Fork,3,9
Ash Fork,4,11
Ash Fork,5,19
Ash Fork,6,4
Ash Fork,7,18
Ash Fork,8,16
Ash Fork,9,10
Ash Fork,10,1
Ash Fork,11,6
Ash Fork,12,18
Ash Grove,1,2
Ash Grove,2,5
Ash Grove,3,1
Ash Grove,6,4
Ash Grove,9,2
Ash Grove,10,2
Ash Grove,11,1
Ash Grove,12,1
Ashaway,2,3
Ashaway,3,2
Ashaway,4,3
Ashaway,5,2
Ashaway,6,2
Ashaway,7,6
Ashaway,8,2
Ashaway,9,2
Ashaway,11,2
Ashaway,12,2
Ashburn,1,137
Ashburn,2,53
Ashburn,3,47
Ashburn,4,56
Ashburn,5,68
Ashburn,6,81
Ashburn,7,59
Ashburn,8,72
Ashburn,9,59
Ashburn,10,50
Ashburn,11,90
Ashburn,12,107
Ashburnham,4,1
Ashby,1,47
Ashby,2,53
Ashby,3,26
Ashby,4,22
Ashby,5,16
Ashby,6,4
Ashby,7,5
Ashby,8,5
Ashby,10,2
Ashby,11,15
Ashby,12,35
Ashdown,1,1
Ashdown,5,2
Ashdown,6,2
Ashdown,11,4
Asheboro,1,19
Asheboro,2,15
Asheboro,3,13
Asheboro,4,10
Asheboro,5,3
Asheboro,6,14
Asheboro,7,4
Asheboro,8,7
Asheboro,9,9
Asheboro,10,3
Asheboro,11,1
Asheboro,12,19
Asheville,1,248
Asheville,2,181
Asheville,3,200
Asheville,4,167
Asheville,5,167
Asheville,6,176
Asheville,7,168
Asheville,8,147
Asheville,9,220
Asheville,10,116
Asheville,11,196
Asheville,12,251
Ashford,1,4
Ashford,4,3
Ashford,5,6
Ashford,7,1
Ashford,8,3
Ashford,9,1
Ashford,10,1
Ashford,11,2
Ashford,12,1
Ashkum,1,1
Ashkum,2,5
Ashkum,4,1
Ashkum,5,3
Ashkum,6,5
Ashkum,7,1
Ashkum,8,2
Ashkum,9,1
Ashkum,11,1
Ashkum,12,2
Ashland,1,254
Ashland,2,215
Ashland,3,140
Ashland,4,156
Ashland,5,103
Ashland,6,174
Ashland,7,199
Ashland,8,213
Ashland,9,113
Ashland,10,76
Ashland,11,167
Ashland,12,236
Ashland City,2,2
Ashland City,4,1
Ashland City,5,3
Ashland City,6,2
Ashland City,7,1
Ashland City,9,3
Ashland City,11,3
Ashland City,12,1
Ashley,1,5
Ashley,2,3
Ashley,3,2
Ashley,6,2
Ashley,7,3
Ashley,8,5
Ashley,9,3
Ashley,11,3
Ashley,12,2
Ashtabula,1,2
Ashtabula,2,2
Ashtabula,3,2
Ashtabula,5,3
Ashtabula,6,1
Ashtabula,7,2
Ashtabula,10,2
Ashtabula,11,11
Ashtabula,12,1
Ashton,1,1
Ashton,5,3
Ashton,7,1
Ashton,9,2
Ashton,10,1
Ashton,12,3
Ashuelot,10,1
Ashuelot,11,1
Ashville,1,28
Ashville,2,5
Ashville,3,7
Ashville,4,6
Ashville,5,7
Ashville,6,9
Ashville,7,8
Ashville,8,4
Ashville,9,2
Ashville,10,8
Ashville,11,12
Ashville,12,10
Askov,1,3
Askov,2,4
Askov,4,7
Askov,5,1
Askov,6,1
Askov,7,1
Askov,8,3
Askov,9,3
Askov,11,1
Askov,12,6
Aspen,1,6
Aspen,2,1
Aspen,4,3
Aspen,5,2
Aspen,8,21
Aspen,10,13
Aspen,11,2
Aspers,1,5
Aspers,2,5
Aspers,4,1
Aspers,6,3
Aspers,7,2
Aspers,8,4
Aspers,9,2
Aspers,10,1
Aspers,12,2
Aspinwall,10,2
Assawoman,8,3
Assonet,1,5
Assonet,2,1
Assonet,3,3
Assonet,4,1
Assonet,5,1
Assonet,6,1
Assonet,8,1
Assonet,9,1
Assonet,10,1
Assonet,11,1
Assonet,12,1
Astatula,1,1
Astatula,2,4
Astatula,4,2
Astatula,11,1
Astatula,12,2
Aston,1,23
Aston,2,22
Aston,3,11
Aston,4,10
Aston,5,6
Aston,6,14
Aston,7,7
Aston,8,12
Aston,9,23
Aston,10,12
Aston,11,18
Aston,12,17
Astor,1,2
Astor,2,4
Astor,3,2
Astor,4,2
Astor,5,6
Astor,6,7
Astor,7,7
Astor,8,4
Astor,9,8
Astor,10,8
Astor,11,6
Astor,12,4
Astoria,1,93
Astoria,2,60
Astoria,3,30
Astoria,4,57
Astoria,5,55
Astoria,6,57
Astoria,7,67
Astoria,8,78
Astoria,9,66
Astoria,10,56
Astoria,11,43
Astoria,12,48
Atalissa,1,2
Atalissa,2,5
Atalissa,5,1
Atalissa,6,1
Atalissa,8,2
Atalissa,9,2
Atalissa,10,1
Atalissa,12,3
Atascadero,1,27
Atascadero,2,20
Atascadero,3,27
Atascadero,4,16
Atascadero,5,15
Atascadero,6,19
Atascadero,7,19
Atascadero,8,25
Atascadero,9,14
Atascadero,10,16
Atascadero,11,16
Atascadero,12,28
Atascosa,4,1
Atascosa,7,2
Atascosa,8,1
Atco,2,2
Atco,3,1
Atco,4,3
Atco,5,1
Atco,6,2
Atco,8,4
Atco,9,3
Atco,10,4
Atco,11,6
Atglen,1,5
Atglen,2,6
Atglen,3,1
Atglen,4,5
Atglen,5,1
Atglen,6,1
Atglen,7,2
Atglen,8,5
Atglen,9,1
Atglen,11,5
Atglen,12,4
Athena,1,3
Athena,3,1
Athena,4,2
Athena,5,2
Athena,8,3
Athena,12,11
Athens,1,89
Athens,2,59
Athens,3,48
Athens,4,81
Athens,5,83
Athens,6,79
Athens,7,56
Athens,8,76
Athens,9,35
Athens,10,28
Athens,11,40
Athens,12,47
Atherton,1,2
Atherton,2,3
Atherton,3,6
Atherton,4,1
Atherton,5,1
Atherton,7,3
Atherton,8,7
Atherton,9,2
Atherton,10,4
Atherton,11,4
Atherton,12,8
Athol,2,1
Athol,4,3
Athol,11,2
Athol,12,1
Atkins,1,9
Atkins,2,7
Atkins,3,6
Atkins,4,15
Atkins,5,25
Atkins,6,18
Atkins,7,9
Atkins,8,14
Atkins,9,18
Atkins,10,13
Atkins,11,11
Atkins,12,11
Atkinson,1,1
Atkinson,2,2
Atkinson,4,2
Atkinson,5,1
Atkinson,6,6
Atkinson,8,1
Atkinson,9,1
Atkinson,11,3
Atlanta,1,2104
Atlanta,2,1611
Atlanta,3,1420
Atlanta,4,1199
Atlanta,5,989
Atlanta,6,887
Atlanta,7,964
Atlanta,8,1409
Atlanta,9,1219
Atlanta,10,1041
Atlanta,11,1454
Atlanta,12,1906
Atlanta-Decatur,4,1
Atlanta-Decatur,5,1
Atlanta-Decatur,7,2
Atlanta-Decatur,8,1
Atlantic,1,36
Atlantic,2,16
Atlantic,3,3
Atlantic,4,5
Atlantic,5,1
Atlantic,6,2
Atlantic,7,4
Atlantic,8,4
Atlantic,10,1
Atlantic,11,3
Atlantic,12,7
Atlantic Beach,1,3
Atlantic Beach,5,1
Atlantic Beach,8,2
Atlantic City,1,6
Atlantic City,2,5
Atlantic City,3,6
Atlantic City,4,6
Atlantic City,5,8
Atlantic City,6,10
Atlantic City,7,13
Atlantic City,8,5
Atlantic City,9,6
Atlantic City,10,8
Atlantic City,11,8
Atlantic City,12,5
Atlantic Highlands,7,3
Atlantic Highlands,8,1
Atlantic Highlands,12,1
Atlantic Mine,7,1
Atlas,3,1
Atlas,5,1
Atlas,9,1
Atmore,1,5
Atmore,2,2
Atmore,3,2
Atmore,4,10
Atmore,5,15
Atmore,6,6
Atmore,7,10
Atmore,8,2
Atmore,9,8
Atmore,10,3
Atmore,11,15
Atmore,12,14
Atoka,4,1
Atoka,10,1
Atoka,12,1
Attalla,1,2
Attalla,2,3
Attalla,3,4
Attalla,4,1
Attalla,5,2
Attalla,6,3
Attalla,7,5
Attalla,8,2
Attalla,9,6
Attalla,10,9
Attalla,11,1
Attalla,12,3
Attica,1,5
Attica,2,5
Attica,3,1
Attica,5,1
Attica,6,2
Attica,7,6
Attica,8,3
Attica,9,1
Attica,11,2
Attleboro,1,15
Attleboro,2,17
Attleboro,3,11
Attleboro,4,12
Attleboro,5,17
Attleboro,6,12
Attleboro,7,10
Attleboro,8,14
Attleboro,9,23
Attleboro,10,7
Attleboro,11,10
Attleboro,12,13
Attleboro Falls,1,3
Attleboro Falls,2,9
Attleboro Falls,3,4
Attleboro Falls,4,6
Attleboro Falls,5,6
Attleboro Falls,6,2
Attleboro Falls,7,8
Attleboro Falls,8,7
Attleboro Falls,9,8
Attleboro Falls,10,3
Attleboro Falls,11,2
Attleboro Falls,12,1
Atwater,1,133
Atwater,2,103
Atwater,3,43
Atwater,4,58
Atwater,5,67
Atwater,6,53
Atwater,7,49
Atwater,8,61
Atwater,9,68
Atwater,10,35
Atwater,11,74
Atwater,12,67
Atwood,2,3
Atwood,3,2
Atwood,4,2
Atwood,6,1
Atwood,7,4
Atwood,12,5
Auberry,1,33
Auberry,2,10
Auberry,3,11
Auberry,4,14
Auberry,5,7
Auberry,6,11
Auberry,7,13
Auberry,8,12
Auberry,9,6
Auberry,10,8
Auberry,11,12
Auberry,12,19
Aubrey,10,1
Auburn,1,268
Auburn,2,220
Auburn,3,133
Auburn,4,118
Auburn,5,127
