City,Severity,Total Accidents
Seville,3,15
Sewanee,2,5
Seward,2,65
Seward,3,2
Seward,4,10
Sewaren,2,37
Sewaren,3,1
Sewell,2,97
Sewell,4,6
Sewickley,1,2
Sewickley,2,190
Sewickley,3,26
Sewickley,4,14
Seymour,1,1
Seymour,2,172
Seymour,3,18
Seymour,4,29
Shabbona,2,3
Shabbona,4,1
Shacklefords,2,15
Shacklefords,4,2
Shade,2,3
Shade Gap,2,22
Shady Cove,2,26
Shady Cove,4,1
Shady Spring,2,35
Shady Spring,4,1
Shady Valley,2,1
Shady Valley,4,1
Shadyside,2,1
Shafer,1,1
Shafer,2,53
Shafer,4,1
Shafter,1,1
Shafter,2,166
Shafter,4,2
Shaftsbury,2,1
Shakopee,2,479
Shakopee,3,2
Shakopee,4,2
Shalimar,2,53
Shallotte,2,31
Shallotte,4,4
Shallowater,2,9
Shallowater,4,5
Shamokin,2,50
Shamokin,4,1
Shamokin Dam,2,119
Shamokin Dam,4,7
Shamrock,3,4
Shandon,2,134
Shandon,4,3
Shaniko,2,128
Shaniko,3,1
Shaniko,4,7
Shannock,2,2
Shannon,2,23
Shannon,4,6
Sharon,1,12
Sharon,2,206
Sharon,3,34
Sharon,4,5
Sharon Hill,2,21
Sharon Springs,2,1
Sharps Chapel,2,1
Sharpsburg,2,39
Sharpsburg,3,1
Sharpsburg,4,10
Sharpsville,2,3
Sharpsville,4,1
Shasta,2,18
Shasta Lake,2,39
Shaver Lake,1,2
Shaver Lake,2,180
Shaw Afb,2,5
Shaw Air Force Base,2,1
Shawano,2,5
Shawano,3,2
Shawboro,2,5
Shawmut,2,10
Shawnee,1,5
Shawnee,2,577
Shawnee,3,134
Shawnee,4,14
Shawsville,2,37
Shawsville,3,3
Shawville,2,3
Sheboygan,2,24
Sheboygan,3,11
Sheboygan,4,2
Sheboygan Falls,2,5
Sheboygan Falls,3,1
Shedd,2,58
Sheep Ranch,2,4
Sheffield,2,14
Sheffield,3,10
Sheffield,4,8
Sheffield Lake,2,8
Sheffield Lake,3,1
Sheffield Village,2,3
Shelburn,2,7
Shelburn,4,2
Shelburne,2,1
Shelburne Falls,2,2
Shelby,1,3
Shelby,2,122
Shelby,3,7
Shelby,4,18
Shelby Township,2,2
Shelbyville,2,89
Shelbyville,3,5
Shelbyville,4,17
Sheldon,2,5
Sheldon,4,4
Shelley,2,17
Shelley,4,1
Shellman,2,1
Shelocta,2,3
Shelocta,4,6
Shelton,1,1
Shelton,2,247
Shelton,3,3
Shelton,4,10
Shenandoah,2,50
Shenandoah,4,26
Shenandoah Junction,2,2
Shepherd,1,1
Shepherd,2,66
Shepherd,4,5
Shepherdsville,2,131
Shepherdsville,3,5
Shepherdsville,4,7
Sheppard AFB,2,5
Sheppton,2,1
Sheppton,4,2
Sherborn,1,1
Sherborn,2,1
Sherburn,2,73
Sherburn,4,1
Sherburne,2,1
Sherburne,4,1
Sheridan,1,4
Sheridan,2,245
Sheridan,4,17
Sheridan Lake,2,12
Sheridan Lake,4,4
Sherman,2,12
Sherman,3,34
Sherman,4,2
Sherman Oaks,1,7
Sherman Oaks,2,2428
Sherman Oaks,3,208
Sherman Oaks,4,4
Shermans Dale,2,61
Shermans Dale,4,17
Sherrill,2,13
Sherrill,4,1
Sherrills Ford,2,6
Sherrills Ford,4,7
Sherwood,2,102
Sherwood,3,1
Sherwood,4,3
Shevlin,2,23
Shickshinny,2,6
Shickshinny,4,3
Shiloh,1,1
Shiloh,2,10
Shiloh,4,3
Shiner,2,1
Shingle Springs,1,5
Shingle Springs,2,525
Shingle Springs,4,1
Shinglehouse,2,33
Shinglehouse,4,2
Shingletown,2,145
Shingletown,4,2
Shinnston,2,10
Shipman,2,2
Shipman,4,1
Shippensburg,1,1
Shippensburg,2,199
Shippensburg,3,28
Shippensburg,4,26
Shippenville,2,67
Shippenville,3,9
Shippenville,4,12
Shippingport,2,2
Shiprock,2,13
Shipshewana,2,14
Shipshewana,4,3
Shirley,1,5
Shirley,2,53
Shirley,3,11
Shirley,4,8
Shirleysburg,2,34
Shoals,2,6
Shoals,4,3
Shoemakersville,2,6
Shohola,2,20
Shokan,2,8
Shokan,4,2
Shonto,2,2
Shonto,4,1
Shoreham,1,1
Shoreham,2,1
Shoreline,2,14
Shoreline,3,23
Shorewood,2,33
Shorewood,3,143
Short Hills,2,51
Short Hills,3,2
Short Hills,4,1
Shorter,2,99
Shorter,3,79
Shorter,4,8
Shorterville,2,2
Shortsville,1,1
Shortsville,2,113
Shortsville,3,6
Shoshone,2,4
Shoshone,4,1
Shoshoni,2,4
Show Low,1,1
Show Low,2,148
Show Low,4,16
Shreve,2,1
Shreveport,1,83
Shreveport,2,5890
Shreveport,3,236
Shreveport,4,40
Shrewsbury,1,1
Shrewsbury,2,48
Shrewsbury,3,17
Shrewsbury,4,1
Shrub Oak,2,30
Shrub Oak,4,1
Shunk,2,5
Sibley,2,11
Sibley,4,1
Sicklerville,1,1
Sicklerville,2,52
Sicklerville,3,1
Sicklerville,4,1
Sidell,2,7
Sidman,2,52
Sidney,2,111
Sidney,3,29
Sidney,4,6
Sierra Blanca,3,9
Sierra City,1,1
Sierra City,2,13
Sierra Madre,2,2
Sierraville,2,62
Sierraville,4,1
Sigel,2,31
Sigel,3,1
Sigel,4,2
Signal Hill,2,87
Signal Hill,3,27
Signal Mountain,1,1
Signal Mountain,2,155
Signal Mountain,4,2
Sigourney,2,2
Sigurd,2,26
Sikeston,2,12
Sikeston,4,3
Silas,2,2
Silas,4,3
Siler City,2,35
Siler City,4,11
Siletz,2,63
Siloam,2,2
Siloam Springs,2,26
Siloam Springs,4,6
Silsbee,2,1
Silt,2,36
Silt,3,5
Silt,4,1
Silver Bay,2,6
Silver City,2,1
Silver City,4,1
Silver Creek,2,120
Silver Creek,3,2
Silver Creek,4,4
Silver Gate,2,1
Silver Grove,1,1
Silver Lake,2,140
Silver Lake,4,13
Silver Plume,2,205
Silver Plume,3,22
Silver Plume,4,22
Silver Point,2,57
Silver Point,3,9
Silver Point,4,3
Silver Spring,1,5
Silver Spring,2,2886
Silver Spring,3,118
Silver Spring,4,84
Silver Springs,1,3
Silver Springs,2,252
Silver Springs,4,7
Silver Star,2,5
Silverado,1,3
Silverado,2,118
Silverado,4,3
Silverdale,1,1
Silverdale,2,29
Silverdale,3,5
Silverdale,4,1
Silverhill,2,2
Silverlake,2,2
Silverpeak,2,2
Silverpeak,4,2
Silverstreet,1,2
Silverstreet,2,34
Silverthorne,2,28
Silverthorne,3,1
Silverthorne,4,8
Silverton,2,113
Silverton,4,13
Silvis,2,3
Simi Valley,1,4
Simi Valley,2,510
Simi Valley,3,4
Simi Valley,4,3
Simla,2,2
Simla,4,1
Simms,2,4
Simms,3,1
Simpsonville,1,195
Simpsonville,2,1920
Simpsonville,3,55
Simpsonville,4,13
Sims,1,1
Sims,2,10
Sims,3,1
Sims,4,1
Simsboro,2,1
Simsboro,3,1
Simsbury,1,1
Simsbury,2,7
Simsbury,4,7
Sinclair,2,30
Sinclair,4,7
Singer,2,1
Singer,4,1
Singers Glen,2,3
Singers Glen,4,1
Sinnamahoning,2,7
Sinton,2,1
Sioux Center,2,4
Sioux Center,4,1
Sioux City,2,66
Sioux City,3,4
Sioux City,4,8
Siren,2,1
Sisters,2,184
Sisters,4,4
Six Mile,1,10
Six Mile,2,115
Six Mile,4,2
Six Mile Run,2,7
Sixes,2,14
Skamokawa,2,6
Skaneateles,2,3
Skiatook,2,3
Skippack,2,3
Skippers,2,28
Skippers,3,15
Skippers,4,6
Skipperville,2,4
Skipwith,2,13
Skipwith,4,4
Skokie,1,4
Skokie,2,55
Skokie,3,156
Skokie,4,2
Skokomish Nation,2,1
Skowhegan,2,1
Skull Valley,2,8
Skyforest,2,27
Skyforest,4,1
Skykomish,2,24
Skykomish,4,3
Slate Hill,2,2
Slate Hill,4,1
Slater,2,5
Slatington,2,32
Slatington,4,8
Slaton,2,2
Slaughter,1,2
Slaughter,2,11
Slayton,2,54
Sleepy Eye,2,75
Sleepy Eye,3,1
Sleepy Hollow,2,6
Slidell,2,169
Slidell,3,70
Slidell,4,11
Sligo,2,22
Sligo,3,1
Slinger,2,22
Slinger,3,12
Slinger,4,1
Slingerlands,2,18
Slingerlands,4,8
Slippery Rock,2,52
Slippery Rock,3,1
Slippery Rock,4,13
Sloan,2,30
Sloan,3,1
Sloansville,2,2
Sloatsburg,2,255
Sloatsburg,3,30
Slocomb,2,17
Sloughhouse,2,175
Sloughhouse,4,2
Slovan,2,1
Slovan,4,1
Smartsville,1,1
Smartsville,2,80
Smartsville,4,1
Smethport,2,82
Smethport,4,2
Smicksburg,2,5
Smicksburg,4,1
Smith,2,9
Smith River,2,104
Smithboro,3,2
Smithdale,2,1
Smithers,2,2
Smithfield,2,273
Smithfield,3,28
Smithfield,4,56
Smithland,2,1
Smithmill,2,8
Smithmill,4,1
Smiths Creek,2,34
Smiths Creek,3,6
Smiths Creek,4,3
Smiths Station,2,31
Smiths Station,3,1
Smithsburg,2,75
Smithsburg,4,16
Smithton,2,41
Smithton,3,1
Smithton,4,2
Smithtown,1,3
Smithtown,2,98
Smithtown,4,7
Smithville,1,1
Smithville,2,27
Smoaks,2,54
Smoaks,3,1
Smock,2,4
Smock,3,1
Smock,4,1
Smokerun,2,1
Smoketown,2,2
Smoot,2,1
Smoot,4,1
Smyrna,1,7
Smyrna,2,596
Smyrna,3,165
Smyrna,4,40
Sneads,2,44
Sneads,3,1
Sneads Ferry,2,10
Sneads Ferry,4,1
Snelling,2,89
Snellville,1,1
Snellville,2,15
Snellville,3,1
Snellville,4,3
Snohomish,1,1
Snohomish,2,175
Snohomish,3,2
Snohomish,4,8
Snoqualmie,2,42
Snoqualmie,3,25
Snoqualmie,4,3
Snoqualmie Pass,2,3
Snoqualmie Pass,3,1
Snow Camp,2,14
Snow Camp,4,3
Snow Hill,2,57
Snow Hill,4,20
Snow Shoe,2,86
Snow Shoe,3,15
Snow Shoe,4,6
Snowflake,2,19
Snowmass,2,9
Snowmass,3,1
Snowmass,4,2
Snowville,1,1
Snowville,2,216
Snowville,3,10
Snowville,4,1
Snyder,2,2
Soap Lake,2,4
Sobieski,2,1
Social Circle,1,1
Social Circle,2,50
Social Circle,3,11
Social Circle,4,11
Society Hill,1,3
Society Hill,2,70
Society Hill,4,2
Socorro,2,28
Socorro,3,2
Socorro,4,1
Soda Springs,2,328
Soda Springs,3,15
Soda Springs,4,11
Soddy Daisy,2,150
Soddy Daisy,4,1
Soddy-Daisy,2,28
Sodus,2,13
Sodus,3,1
Solana Beach,1,1
Solana Beach,2,157
Solana Beach,3,13
Soledad,1,9
Soledad,2,327
Soledad,3,2
Soledad,4,1
Solen,2,9
Solomons,2,5
Solon,1,3
Solon,2,49
Solon Springs,2,2
Solon Springs,4,2
Solsberry,2,3
Solvang,1,2
Solvang,2,99
Solway,2,18
Somerdale,2,10
Somers,1,2
Somers,2,170
Somers,3,1
Somers,4,12
Somers Point,2,104
Somerset,1,7
Somerset,2,660
Somerset,3,86
Somerset,4,29
Somersworth,2,3
Somersworth,4,2
Somerville,1,14
Somerville,2,151
Somerville,3,17
Somerville,4,4
Somes Bar,2,10
Somis,1,1
Somis,2,315
Somis,3,1
Somis,4,10
Sonoma,1,20
Sonoma,2,843
Sonoma,3,1
Sonoma,4,3
Sonora,1,4
Sonora,2,734
Sonora,4,12
Sopchoppy,1,1
Sopchoppy,2,32
Soperton,2,42
Soperton,3,13
Soperton,4,8
Sophia,2,6
Sophia,4,3
Soquel,1,4
Soquel,2,323
Sorrento,1,3
Sorrento,2,148
Sorrento,3,8
Sorrento,4,4
Soso,2,2
Souderton,1,8
Souderton,2,182
Soulsbyville,2,50
Soulsbyville,4,1
South Abington Township,2,2
South Acworth,2,1
South Amana,2,14
South Amboy,2,535
South Amboy,3,6
South Amboy,4,16
South Bay,1,3
South Bay,2,6
South Beach,2,37
South Beloit,2,7
South Beloit,3,11
South Bend,1,8
South Bend,2,62
South Bend,4,14
South Bloomfield,2,4
South Boardman,2,4
South Boardman,4,2
South Boston,1,12
South Boston,2,83
South Boston,3,11
South Boston,4,16
South Brunswick,2,1
South Brunswick,3,2
South Burlington,2,4
South Burlington,3,6
South Burlington,4,1
South Charleston,2,308
South Charleston,3,4
South Charleston,4,1
South Chesterfield,1,11
South Chesterfield,2,166
South Chesterfield,3,6
South Chesterfield,4,6
South Colton,2,2
South Colton,4,1
South Dayton,2,3
South Daytona,2,1
South Deerfield,2,1
South Deerfield,3,1
South Dennis,1,1
South Dennis,2,10
South Dennis,4,1
South Easton,2,2
South El Dorado,2,3
South El Monte,1,6
South El Monte,2,719
South El Monte,3,47
South Elgin,1,2
South Elgin,2,22
South Elgin,4,7
South Fallsburg,2,1
South Fallsburg,3,1
South Fork,2,103
South Fork,4,11
South Fulton,2,4
South Fulton,4,1
South Gate,1,1
South Gate,2,734
South Gate,3,102
South Gate,4,4
South Gibson,2,2
South Gibson,4,1
South Glastonbury,2,44
South Glastonbury,3,1
South Glastonbury,4,2
South Glens Falls,2,39
South Glens Falls,4,1
South Hackensack,2,14
South Hackensack,3,3
South Hadley,2,3
South Haven,2,59
South Haven,3,6
South Haven,4,5
South Heart,2,1
South Hempstead,2,5
South Hero,2,1
South Hill,2,139
South Hill,3,9
South Hill,4,24
South Holland,2,64
South Holland,3,156
South Holland,4,4
South Houston,1,1
South Houston,2,12
South Jefferson,2,2
South Jordan,1,3
South Jordan,2,228
South Jordan,3,35
South Jordan,4,4
South Lake Tahoe,2,394
South Lake Tahoe,4,3
South Lebanon,2,11
South Lebanon,3,1
South Londonderry,2,1
South Lyon,2,7
South Lyon,3,1
South Miami,2,461
South Miami,4,1
South Mills,2,1
South Milwaukee,2,1
South Newfane,2,1
South Otselic,2,1
South Otselic,4,1
South Ozone Park,2,317
South Ozone Park,3,61
South Ozone Park,4,1
South Paris,2,1
South Park,2,7
South Park,4,3
South Pasadena,1,3
South Pasadena,2,227
South Pasadena,4,1
South Pittsburg,2,97
South Pittsburg,3,9
South Plainfield,2,32
South Plainfield,3,7
South Point,2,19
South Portland,2,1
South Portland,3,12
South Portland,4,1
South Prairie,2,3
South Prince George,2,2
South Prince George,4,3
South Richmond Hill,2,64
South Richmond Hill,3,15
South Richmond Hill,4,1
South Rockwood,2,31
South Rockwood,3,6
South Rockwood,4,2
South Royalton,3,2
South Saint Paul,1,3
South Saint Paul,2,206
South Saint Paul,3,7
South Salem,2,52
South Salt Lake,2,26
South San Francisco,1,9
South San Francisco,2,534
South San Francisco,3,22
South San Francisco,4,3
South Setauket,2,7
South Sioux City,2,3
South Solon,2,4
South Vienna,2,16
South Vienna,3,7
South Vienna,4,1
South Wales,2,5
South Weymouth,1,2
South Weymouth,2,11
South Windham,2,4
South Windham,4,3
South Windsor,2,71
South Windsor,3,5
South Windsor,4,8
South Yakima,2,2
South Yarmouth,1,5
South Yarmouth,2,19
Southampton,1,1
Southampton,2,96
Southampton,4,8
Southaven,1,4
Southaven,2,165
Southaven,3,25
Southaven,4,15
Southborough,1,1
Southborough,2,8
Southborough,3,5
Southbridge,1,1
Southbridge,2,1
Southbury,2,178
Southbury,3,27
Southbury,4,11
Southeast Marin,2,10
Southern Pines,2,2
Southfield,1,3
Southfield,2,658
Southfield,3,120
Southfield,4,8
Southfields,2,218
Southfields,3,3
Southfields,4,2
Southgate,2,60
Southgate,3,14
Southgate,4,1
Southington,1,2
Southington,2,281
Southington,3,71
Southington,4,6
Southlake,1,1
Southlake,2,69
Southlake,4,2
Southold,2,1
Southport,2,180
Southport,3,40
Southport,4,7
Southside,2,8
Southside,4,2
Southwest Orange,2,21
Southwest Orange,3,1
Southwest Ranches,2,6
Southwick,1,1
Spalding,2,2
Spalding,4,1
Spanaway,2,182
Spanaway,3,5
Spanaway,4,1
Spangle,2,11
Spangler,2,4
Spanish Fork,1,5
Spanish Fork,2,359
Spanish Fork,3,41
Spanish Fork,4,6
Spanish Fort,2,1
Spanishburg,2,29
Sparkill,2,6
Sparkill,4,1
Sparkman,2,3
Sparkman,4,3
Sparks,1,22
Sparks,2,1072
Sparks,3,90
Sparks,4,16
Sparks Glencoe,2,69
Sparks Glencoe,3,8
Sparks Glencoe,4,6
Sparrow Bush,2,4
Sparrow Bush,4,2
Sparrows Point,1,1
Sparrows Point,2,50
Sparrows Point,3,9
Sparrows Point,4,7
Sparta,1,4
Sparta,2,110
Sparta,3,4
Sparta,4,10
Spartanburg,1,394
Spartanburg,2,4810
Spartanburg,3,178
Spartanburg,4,39
Spartansburg,2,5
Spartansburg,4,1
Spearville,2,13
Speedwell,2,1
Spencer,1,6
Spencer,2,79
Spencer,4,14
Spencerport,1,6
Spencerport,2,156
Spencerport,4,1
Spencerville,2,26
Spencerville,4,8
Speonk,2,3
Sperry,2,6
Sperry,4,1
Sperryville,2,8
Sperryville,4,6
Spiceland,2,35
Spiceland,3,8
Spiceland,4,6
Spicer,1,1
Spicer,2,40
Spicewood,1,2
Spicewood,2,144
Spicewood,4,6
Spindale,2,2
Spirit Lake,2,6
Spirit Lake,4,2
Spiritwood,2,29
Spivey,2,1
Splendora,1,2
Splendora,2,10
Spofford,1,1
Spofford,2,4
Spokane,1,44
Spokane,2,687
Spokane,3,136
Spokane,4,4
Spokane Valley,1,3
Spokane Valley,2,74
Spokane Valley,3,5
Spotsylvania,2,224
Spotsylvania,3,13
Spotsylvania,4,62
Spout Spring,2,16
Spout Spring,3,1
Spout Spring,4,5
Spraggs,2,1
Sprague,2,8
Sprague,3,2
Sprague,4,2
Sprague River,2,3
Sprakers,2,29
Sprakers,3,1
Spray,2,30
Spreckels,2,8
Spring,1,17
Spring,2,466
Spring,3,259
Spring,4,7
Spring Arbor,2,5
Spring Arbor,4,4
Spring Brook Township,2,5
Spring Brook Township,4,1
Spring City,1,3
Spring City,2,124
Spring City,4,6
Spring Creek,1,2
Spring Creek,2,42
Spring Green,2,4
Spring Green,4,3
Spring Grove,1,10
Spring Grove,2,157
Spring Grove,4,14
Spring Hill,1,53
Spring Hill,2,801
Spring Hill,3,2
Spring Hill,4,5
Spring Hope,1,1
Spring Hope,2,39
Spring Hope,3,1
Spring Hope,4,9
Spring House,1,1
Spring House,2,18
Spring Lake,1,3
Spring Lake,2,93
Spring Lake,4,13
Spring Mills,1,1
Spring Mills,2,104
Spring Mills,4,14
Spring Run,2,19
Spring Run,3,16
Spring Run,4,4
Spring Valley,1,2
Spring Valley,2,282
Spring Valley,3,17
Spring Valley,4,2
Springboro,1,2
Springboro,2,17
Springboro,3,27
Springboro,4,2
Springdale,1,2
Springdale,2,194
Springdale,3,5
Springdale,4,12
Springer,2,3
Springer,3,2
Springerville,2,39
Springfield,1,45
Springfield,2,6259
Springfield,3,537
Springfield,4,85
Springfield Gardens,2,245
Springfield Gardens,3,1
Springhill,2,1
Springlake,2,2
Springs,2,3
Springs,4,2
Springtown,2,2
Springville,1,4
Springville,2,318
Springville,3,35
Springville,4,9
Springville-Johnsondale,2,3
Springville-Mapleton,1,1
Springville-Mapleton,2,64
Springville-Mapleton,3,4
Springwater,2,2
Spruce Creek,2,24
Spruce Pine,2,20
Spruce Pine,4,1
Squaw Lake,2,9
Squaw Valley,1,1
Squaw Valley,2,119
Squaw Valley,3,1
St Albans,2,15
St Amant,2,23
St Amant,3,1
St Amant,4,2
St Ann,2,6
St Ann,3,1
St Ann,4,5
St Anne,2,2
St Augustine,1,4
St Augustine,2,414
St Augustine,3,24
St Augustine,4,1
St Charles,2,115
St Charles,3,8
St Charles,4,4
St Clair,2,25
St Clair,4,3
St Clairsville,2,10
St Clairsville,3,7
St Clairsville,4,2
St Cloud,1,1
St Cloud,2,138
St Cloud,3,3
St Cloud,4,3
St Croix,2,4
St Croix,4,1
St George,1,8
St George,2,177
St George,3,6
St George,4,3
St Georges,2,3
St Helena,1,1
St Helena,2,57
St Jacob,2,1
St James,2,9
St James City,2,7
St Joe,2,6
St Joe,4,2
St Johns,1,1
St Johns,2,66
St Johns,3,2
St Johns,4,1
St Joseph,1,2
St Joseph,2,60
St Joseph,3,2
St Joseph,4,9
St Leonard,1,1
St Louis,1,26
St Louis,2,880
St Louis,3,187
St Louis,4,92
St Marks,2,2
St Martinville,2,1
St Mary,2,1
St Mary,4,1
St Marys,1,2
St Marys,2,36
St Marys,4,1
St Matthews,1,3
St Matthews,2,131
St Matthews,3,3
St Matthews,4,1
St Meinrad,2,4
St Meinrad,4,1
St Michaels,2,13
St Michaels,4,1
St Paris,2,3
St Paul,2,3
St Paul,4,3
St Pauls,2,91
St Pauls,3,1
St Pauls,4,11
St Pete Beach,2,36
St Peters,2,26
St Peters,3,3
St Petersburg,1,67
St Petersburg,2,1013
St Petersburg,3,84
St Petersburg,4,4
St Robert,2,10
St Robert,3,1
St Rose,2,65
St Rose,3,5
St Rose,4,5
St Stephen,1,1
St Stephen,2,36
St Stephen,4,1
St Stephens Church,2,3
St Stephens Church,4,2
St. Louis,2,4
St. Louis,3,28
St. Marys,2,1
St. Pete Beach,2,1
St. Petersburg,2,49
St. Petersburg,3,10
Staatsburg,2,22
Staatsburg,4,2
Stacy,2,94
Stacy,3,2
Stacy,4,1
Stafford,1,3
Stafford,2,1792
Stafford,3,134
Stafford,4,75
Stafford Springs,1,1
Stafford Springs,2,56
Stafford Springs,3,6
Stafford Springs,4,9
Staffordsville,2,4
Staffordsville,4,1
Stahlstown,2,34
Stahlstown,3,2
Stahlstown,4,3
Staley,2,6
Staley,4,1
Stamford,1,1
Stamford,2,629
Stamford,3,124
Stamford,4,15
Stanardsville,1,2
Stanardsville,2,41
Stanardsville,4,20
Stanchfield,2,2
Standish,2,23
Standish,3,1
Stanfield,2,132
Stanfield,3,2
Stanfield,4,7
Stanford,2,75
Stanfordville,2,12
Stanhope,2,11
Stanhope,3,1
Stanhope,4,1
Stanley,2,77
Stanley,4,38
Stanleytown,2,13
Stanleytown,4,2
Stanton,1,1
Stanton,2,178
Stanton,3,2
Stanton,4,8
Stantonsburg,2,6
Stantonsburg,4,1
Stanwood,1,2
Stanwood,2,44
Stanwood,3,3
Stanwood,4,4
Staples,2,70
Stapleton,2,8
Stapleton,4,2
Star,2,27
Star City,2,14
Star City,4,9
Star Tannery,2,11
Star Tannery,4,4
Starbuck,2,23
Stark City,2,1
Starke,2,87
Starks,2,1
Starkville,2,7
Starlight,2,2
Starr,1,10
Starr,2,151
Starr,3,1
Starr,4,1
Starrucca,2,1
Starrucca,4,1
Startex,2,5
State Center,2,2
State College,1,6
State College,2,488
State College,3,17
State College,4,26
State Road,2,7
State University,2,1
Stateline,1,1
Stateline,2,35
Staten Island,1,2
Staten Island,2,1519
Staten Island,3,257
Staten Island,4,24
Statenville,2,1
Statenville,4,1
Statesboro,2,21
Statesboro,4,10
Statesville,1,5
Statesville,2,446
Statesville,3,84
Statesville,4,70
Statham,2,8
Statham,3,1
Statham,4,1
Staunton,1,1
Staunton,2,592
Staunton,3,114
Staunton,4,105
Stayton,2,68
Stayton,4,2
Ste Genevieve,2,1
Ste Genevieve,4,3
Steamboat Rock,2,13
Steamboat Springs,2,38
Steamboat Springs,3,1
Steamboat Springs,4,6
Stearns,2,1
Stearns,4,1
Stedman,2,12
Stedman,4,4
Steele,1,1
Steele,2,30
Steele,3,8
Steele,4,5
Steeles Tavern,2,22
Steelton,4,1
Steger,2,13
Steilacoom,1,1
Steilacoom,2,4
Steinhatchee,2,33
Stella,2,2
Stem,2,8
Stem,4,4
Stephens,2,4
Stephens,4,3
Stephens City,2,169
Stephens City,3,16
Stephens City,4,26
Stephenson,2,5
Stephenson,4,3
Stephentown,2,25
Stephentown,4,2
Stephenville,2,6
Sterling,1,19
Sterling,2,1322
Sterling,3,23
Sterling,4,48
Sterling City,2,4
Sterling City,4,1
Sterling Heights,1,4
Sterling Heights,2,25
Sterling Heights,4,1
Sterrett,1,1
Sterrett,2,29
Sterrett,4,1
Steubenville,2,15
Steubenville,3,2
Steubenville,4,2
Stevens,1,5
Stevens,2,96
Stevens,4,3
Stevens Point,2,15
Stevens Point,3,7
Stevens Point,4,1
Stevensburg,2,8
Stevensburg,4,2
Stevenson,2,28
Stevenson,3,1
Stevenson,4,5
Stevenson Ranch,1,6
Stevenson Ranch,2,181
Stevensville,2,386
Stevensville,3,16
Stevensville,4,23
Stevinson,1,2
Stevinson,2,137
Stevinson,4,1
Steward,3,7
Stewart,2,19
Stewarts Point,2,2
Stewartstown,1,1
Stewartstown,2,34
Stewartstown,4,4
Stewartsville,1,1
Stewartsville,2,21
Stewartsville,3,7
Stewartsville,4,2
Stewartville,2,145
Stewartville,3,1
Stigler,2,1
Stilesville,2,40
Stilesville,3,9
Stilesville,4,5
Still Pond,2,2
Stillwater,1,2
Stillwater,2,228
Stillwater,4,2
Stilwell,2,51
Stinnett,2,3
Stinson Beach,1,1
Stinson Beach,2,44
Stirum,2,3
Stittville,2,2
Stockbridge,2,317
Stockbridge,3,180
Stockbridge,4,25
Stockertown,2,4
Stockholm,2,13
Stockholm,4,2
Stockton,1,33
Stockton,2,4010
Stockton,3,106
Stockton,4,13
Stoddard,2,2
Stokes,2,16
Stokes,4,5
Stokesdale,2,25
Stokesdale,3,1
Stokesdale,4,8
Stone Creek,2,2
Stone Creek,3,5
Stone Mountain,1,4
Stone Mountain,2,249
Stone Mountain,3,3
Stone Mountain,4,10
Stone Park,1,1
Stone Ridge,2,5
Stone Ridge,4,5
Stoneboro,2,6
Stoneboro,4,4
Stoneham,1,4
Stoneham,2,52
Stoneham,3,6
Stoneham,4,9
Stoneville,2,21
Stoneville,4,4
Stonewall,2,2
Stonington,2,68
Stonington,3,5
Stonington,4,4
Stony Brook,1,1
Stony Brook,2,41
Stony Brook,4,2
Stony Creek,2,141
Stony Creek,3,11
Stony Creek,4,19
Stony Point,2,87
Stony Point,3,1
Stony Point,4,2
Stonyford,2,32
Storden,2,1
Storm Lake,2,11
Storm Lake,4,3
Stormville,2,27
Stormville,4,3
Storrs Center,2,15
Storrs Center,4,4
Storrs Mansfield,2,20
Storrs Mansfield,4,3
Story City,2,49
Story City,3,6
Story City,4,3
Stotts City,2,1
Stotts City,3,3
Stoughton,1,11
Stoughton,2,116
Stoughton,3,3
Stoughton,4,2
Stoutsville,2,1
Stow,1,3
Stow,2,68
Stow,3,3
Stow,4,1
Stowe,1,1
Stowe,3,1
Stoystown,2,121
Stoystown,3,1
Stoystown,4,5
Strafford,1,1
Strafford,2,62
Strafford,3,5
Strasburg,2,321
Strasburg,3,50
Strasburg,4,47
Stratford,1,1
Stratford,2,615
Stratford,3,74
Stratford,4,14
Stratham,1,2
Stratham,2,5
Strathmore,1,1
Strathmore,2,189
Strattanville,2,35
Strattanville,3,5
Strattanville,4,1
Stratton,2,11
Stratton,3,2
Stratton,4,1
Straughn,2,22
Straughn,3,2
Straughn,4,5
Strawberry,2,2
Strawberry,4,1
Strawberry Plains,2,23
Strawberry Plains,3,4
Strawberry Point,2,1
Strawberry Point,4,1
Strawberry Valley,2,13
Strawn,2,1
Streamwood,1,1
Streamwood,2,11
Streator,2,4
Street,2,24
Street,4,6
Streeter,2,1
Streetman,3,2
Streetsboro,2,70
Streetsboro,3,22
Streetsboro,4,1
Strong,2,5
Strong,4,4
Strongstown,2,29
Strongstown,3,1
Strongstown,4,7
Strongsville,2,51
Strongsville,3,69
Strongsville,4,1
Stroud,2,2
Stroudsburg,2,194
Stroudsburg,3,32
Stroudsburg,4,26
Strunk,2,2
Strunk,4,1
Stryker,2,1
Stryker,4,3
Stuart,1,1
Stuart,2,262
Stuart,3,14
Stuart,4,45
Stuarts Draft,2,49
Stuarts Draft,4,20
Studio City,2,311
Studio City,4,3
Stump Creek,2,2
Sturbridge,2,31
Sturbridge,3,13
Sturgeon,2,7
Sturgeon,4,2
